id,number,segmentId,departureTime,arrivalTime
576,V72116,54,16:25:00,18:58:09.7880000
577,V75898,54,1.00:56:00,1.03:40:09.7880000
578,V74764,54,23:18:00,1.02:02:09.7880000
579,V78137,54,08:13:00,11:00:09.7880000
580,V71753,54,13:13:00,15:34:09.7880000
581,V76455,55,01:42:00,04:04:09.7880000
582,V72732,55,06:04:00,08:49:09.7880000
583,V72542,55,19:13:00,21:56:09.7880000
584,V74398,55,08:21:00,10:56:09.7880000
585,V78434,55,16:46:00,19:25:09.7880000
586,V73742,55,10:17:00,12:36:09.7880000
587,V76616,55,10:27:00,13:10:09.7880000
588,V72308,55,07:03:00,09:29:09.7880000
589,V75502,56,1.00:52:00,1.03:41:55.0760000
590,V77785,56,23:43:00,1.02:47:55.0760000
591,V74792,56,15:17:00,18:15:55.0760000
592,V71631,56,12:23:00,15:07:55.0760000
593,V77344,56,21:24:00,1.00:32:55.0760000
594,V73818,56,11:09:00,14:17:55.0760000
595,V74262,56,18:00:00,20:54:55.0760000
596,V71344,56,15:54:00,18:57:55.0760000
597,V72096,56,02:06:00,05:16:55.0760000
598,V75025,56,19:49:00,22:43:55.0760000
599,V75125,56,20:12:00,23:09:55.0760000
600,V76697,57,07:09:00,10:15:55.0760000
601,V75972,57,18:24:00,21:33:55.0760000
602,V74275,57,06:11:00,09:09:55.0760000
603,V75603,57,20:30:00,23:12:55.0760000
604,V72489,57,18:04:00,21:14:55.0760000
605,V72890,57,05:23:00,08:21:55.0760000
606,V72492,57,12:29:00,15:16:55.0760000
607,V77021,57,1.00:18:00,1.03:26:55.0760000
608,V76644,57,20:26:00,23:25:55.0760000
609,V76827,57,15:28:00,18:09:55.0760000
610,V72537,57,15:49:00,18:36:55.0760000
611,V77906,57,12:57:00,16:07:55.0760000
612,V78679,57,11:13:00,14:10:55.0760000
613,V74863,57,11:18:00,14:22:55.0760000
614,V74263,58,1.00:59:00,1.03:56:24.8550000
615,V77881,58,21:30:00,1.00:49:24.8550000
616,V78036,58,17:25:00,20:20:24.8550000
617,V76872,58,15:06:00,18:03:24.8550000
618,V79097,58,22:20:00,1.01:13:24.8550000
619,V71395,58,06:03:00,09:16:24.8550000
620,V72560,58,1.00:16:00,1.03:25:24.8550000
621,V74797,58,14:31:00,17:27:24.8550000
622,V72867,58,22:32:00,1.01:42:24.8550000
623,V71020,58,09:22:00,12:17:24.8550000
624,V79488,58,22:34:00,1.01:26:24.8550000
625,V76358,58,18:42:00,21:43:24.8550000
626,V72918,58,02:08:00,05:03:24.8550000
627,V72367,58,10:59:00,14:12:24.8550000
628,V74241,58,18:01:00,21:01:24.8550000
629,V79615,59,02:32:00,05:30:24.8550000
630,V72212,59,05:20:00,08:13:24.8550000
631,V71671,59,18:08:00,21:29:24.8550000
632,V72511,59,1.00:59:00,1.03:54:24.8550000
633,V79653,59,13:40:00,16:44:24.8550000
634,V73072,59,21:41:00,1.00:44:24.8550000
635,V75818,59,21:51:00,1.00:50:24.8550000
636,V73815,59,16:37:00,19:30:24.8550000
637,V77158,59,01:11:00,04:23:24.8550000
638,V71709,59,10:15:00,13:16:24.8550000
639,V73154,59,13:57:00,16:50:24.8550000
640,V77561,59,13:14:00,16:17:24.8550000
641,V76749,59,13:07:00,15:59:24.8550000
642,V79980,60,05:55:00,08:55:57.2980000
643,V75518,60,23:21:00,1.02:18:57.2980000
644,V74608,60,14:58:00,17:44:57.2980000
645,V79884,60,10:47:00,14:01:57.2980000
646,V76142,60,19:52:00,22:57:57.2980000
647,V76801,60,07:26:00,10:34:57.2980000
648,V71201,60,14:07:00,17:06:57.2980000
649,V75968,60,02:24:00,05:17:57.2980000
650,V76255,60,11:29:00,14:16:57.2980000
651,V77930,60,23:30:00,1.02:41:57.2980000
652,V73046,60,13:05:00,15:59:57.2980000
653,V75738,61,11:58:00,14:56:57.2980000
654,V74221,61,12:52:00,15:40:57.2980000
655,V73554,61,21:29:00,1.00:21:57.2980000
656,V74759,61,12:13:00,15:09:57.2980000
657,V78844,61,15:56:00,19:01:57.2980000
658,V71646,61,1.00:28:00,1.03:41:57.2980000
659,V76165,61,19:22:00,22:23:57.2980000
660,V79989,61,22:40:00,1.01:49:57.2980000
661,V71804,61,17:30:00,20:41:57.2980000
662,V74438,61,02:00:00,05:14:57.2980000
663,V77049,61,11:31:00,14:40:57.2980000
664,V76267,61,10:28:00,13:27:57.2980000
665,V72546,62,02:53:00,05:33:46.6070000
666,V71015,62,11:03:00,13:35:46.6070000
667,V79033,62,16:41:00,19:14:46.6070000
668,V73464,62,23:22:00,1.01:52:46.6070000
669,V78465,62,22:43:00,1.01:09:46.6070000
670,V71152,62,10:27:00,13:09:46.6070000
671,V72550,62,15:00:00,17:31:46.6070000
672,V76821,62,05:07:00,07:35:46.6070000
673,V77594,62,15:24:00,17:56:46.6070000
674,V73423,62,01:40:00,04:21:46.6070000
675,V75846,62,11:51:00,14:13:46.6070000
676,V74851,62,10:58:00,13:29:46.6070000
677,V77377,63,02:45:00,05:30:46.6070000
678,V72527,63,08:15:00,10:50:46.6070000
679,V79606,63,21:44:00,1.00:09:46.6070000
680,V71904,63,07:30:00,09:52:46.6070000
681,V76149,63,12:20:00,15:04:46.6070000
682,V77672,63,16:57:00,19:21:46.6070000
683,V78293,63,06:43:00,09:16:46.6070000
684,V75031,63,08:24:00,10:51:46.6070000
685,V74324,63,13:46:00,16:11:46.6070000
686,V78651,63,13:18:00,15:50:46.6070000
687,V76804,63,10:22:00,13:01:46.6070000
688,V77098,64,13:23:00,16:25:21.0320000
689,V79537,64,06:21:00,09:10:21.0320000
690,V72755,64,03:12:00,05:51:21.0320000
691,V75007,64,14:43:00,17:26:21.0320000
692,V72711,64,21:39:00,1.00:32:21.0320000
693,V75583,64,23:16:00,1.02:11:21.0320000
694,V73209,64,04:03:00,06:54:21.0320000
695,V77434,64,14:05:00,16:42:21.0320000
696,V74005,65,14:27:00,17:03:21.0320000
697,V74616,65,15:38:00,18:27:21.0320000
698,V79264,65,19:56:00,22:32:21.0320000
699,V73765,65,15:12:00,18:10:21.0320000
700,V74528,65,06:00:00,08:36:21.0320000
701,V77130,65,21:37:00,1.00:12:21.0320000
702,V75034,65,12:30:00,15:29:21.0320000
703,V71044,65,17:20:00,20:03:21.0320000
704,V71957,65,13:07:00,15:49:21.0320000
705,V75404,65,11:47:00,14:44:21.0320000
706,V72815,65,09:04:00,12:00:21.0320000
707,V75488,65,16:52:00,19:25:21.0320000
708,V74023,66,21:15:00,1.00:12:18.8830000
709,V78396,66,23:55:00,1.02:54:18.8830000
710,V78725,66,09:59:00,12:53:18.8830000
711,V77405,66,08:16:00,10:53:18.8830000
712,V71268,66,1.00:30:00,1.03:19:18.8830000
713,V76558,66,06:23:00,09:16:18.8830000
714,V75966,66,02:39:00,05:32:18.8830000
715,V75539,66,16:33:00,19:28:18.8830000
716,V74176,66,21:44:00,1.00:41:18.8830000
717,V76174,66,05:44:00,08:37:18.8830000
718,V73735,66,02:20:00,05:17:18.8830000
719,V73663,66,08:41:00,11:15:18.8830000
720,V73939,66,19:03:00,22:04:18.8830000
721,V71967,67,14:42:00,17:24:18.8830000
722,V73651,67,07:15:00,09:51:18.8830000
723,V73967,67,03:59:00,06:51:18.8830000
724,V77414,67,19:13:00,22:10:18.8830000
725,V72450,67,02:10:00,05:10:18.8830000
726,V79858,67,1.00:56:00,1.03:33:18.8830000
727,V72968,67,20:07:00,22:48:18.8830000
728,V71095,67,07:24:00,10:01:18.8830000
729,V76021,67,23:39:00,1.02:16:18.8830000
730,V73573,67,08:37:00,11:14:18.8830000
731,V71977,67,03:43:00,06:43:18.8830000
732,V78127,67,02:36:00,05:16:18.8830000
733,V78785,67,14:34:00,17:16:18.8830000
734,V76792,67,09:47:00,12:22:18.8830000
735,V74816,67,17:37:00,20:30:18.8830000
736,V72856,67,09:01:00,12:04:18.8830000
737,V73123,68,01:48:00,04:50:50.6190000
738,V78052,68,04:53:00,07:52:50.6190000
739,V71071,68,08:11:00,11:28:50.6190000
740,V73257,68,02:24:00,05:41:50.6190000
741,V74894,68,12:16:00,15:14:50.6190000
742,V74519,68,02:12:00,05:38:50.6190000
743,V78714,68,18:00:00,21:04:50.6190000
744,V72554,68,05:12:00,08:27:50.6190000
745,V75387,68,06:24:00,09:37:50.6190000
746,V77025,68,08:18:00,11:38:50.6190000
747,V76186,68,06:29:00,09:48:50.6190000
748,V79629,68,23:10:00,1.02:16:50.6190000
749,V77697,68,11:52:00,15:02:50.6190000
750,V75001,68,07:49:00,11:03:50.6190000
751,V77855,68,17:03:00,20:22:50.6190000
752,V72642,68,23:38:00,1.02:42:50.6190000
753,V77332,69,09:19:00,12:28:50.6190000
754,V79843,69,10:00:00,13:22:50.6190000
755,V74319,69,13:06:00,16:18:50.6190000
756,V75227,69,10:08:00,13:14:50.6190000
757,V72831,69,10:35:00,13:37:50.6190000
758,V78885,69,18:17:00,21:14:50.6190000
759,V79529,69,08:27:00,11:38:50.6190000
760,V75575,69,10:04:00,13:26:50.6190000
761,V79865,69,1.00:36:00,1.03:56:50.6190000
762,V79402,69,19:17:00,22:36:50.6190000
763,V78025,69,14:35:00,17:55:50.6190000
764,V76571,69,08:53:00,12:01:50.6190000
765,V78488,69,06:46:00,10:05:50.6190000
766,V79287,70,07:24:00,10:56:38.0280000
767,V79228,70,10:12:00,13:33:38.0280000
768,V79776,70,11:54:00,15:18:38.0280000
769,V72924,70,10:09:00,13:31:38.0280000
770,V74452,70,21:39:00,1.01:04:38.0280000
771,V72834,70,05:24:00,08:48:38.0280000
772,V78139,70,05:24:00,09:05:38.0280000
773,V74134,70,10:46:00,14:13:38.0280000
774,V72194,70,14:53:00,18:28:38.0280000
775,V79064,71,23:31:00,1.03:09:38.0280000
776,V77478,71,02:14:00,05:58:38.0280000
777,V74974,71,20:44:00,1.00:06:38.0280000
778,V73201,71,10:07:00,13:36:38.0280000
779,V73804,71,23:15:00,1.02:40:38.0280000
780,V75462,71,03:21:00,06:40:38.0280000
781,V75438,71,14:15:00,17:58:38.0280000
782,V73383,71,11:23:00,14:44:38.0280000
783,V78419,72,10:10:00,13:15:27.1350000
784,V71421,72,02:32:00,05:28:27.1350000
785,V75751,72,05:46:00,08:54:27.1350000
786,V79357,72,17:30:00,20:47:27.1350000
787,V72582,72,01:49:00,04:55:27.1350000
788,V78950,72,1.00:22:00,1.03:22:27.1350000
789,V74259,72,01:55:00,04:49:27.1350000
790,V79604,72,22:02:00,1.01:14:27.1350000
791,V71834,72,20:25:00,23:26:27.1350000
792,V74278,73,10:53:00,13:58:27.1350000
793,V71493,73,07:47:00,11:01:27.1350000
794,V75844,73,01:37:00,04:50:27.1350000
795,V73436,73,23:54:00,1.02:52:27.1350000
796,V75523,73,14:20:00,17:18:27.1350000
797,V76522,73,18:41:00,21:44:27.1350000
798,V73935,73,01:28:00,04:42:27.1350000
799,V74109,73,1.00:11:00,1.03:24:27.1350000
800,V76127,73,16:08:00,19:07:27.1350000
801,V71562,73,22:50:00,1.02:03:27.1350000
802,V76434,73,07:31:00,10:47:27.1350000
803,V78481,73,13:33:00,16:47:27.1350000
804,V75040,74,17:26:00,20:18:01.1010000
805,V73975,74,08:51:00,11:51:01.1010000
806,V79723,74,08:34:00,11:23:01.1010000
807,V78533,74,16:52:00,19:26:01.1010000
808,V71499,74,02:55:00,05:34:01.1010000
809,V72584,74,19:50:00,22:42:01.1010000
810,V76868,74,14:02:00,16:51:01.1010000
811,V72075,74,22:51:00,1.01:50:01.1010000
812,V79649,74,06:24:00,09:16:01.1010000
813,V76876,74,15:12:00,17:58:01.1010000
814,V75865,74,04:11:00,06:57:01.1010000
815,V71962,74,19:05:00,22:03:01.1010000
816,V78271,75,11:20:00,14:05:01.1010000
817,V72796,75,14:31:00,17:09:01.1010000
818,V77016,75,10:49:00,13:33:01.1010000
819,V72644,75,07:54:00,10:39:01.1010000
820,V79137,75,03:29:00,06:14:01.1010000
821,V78499,75,05:45:00,08:35:01.1010000
822,V72101,75,1.00:20:00,1.03:03:01.1010000
823,V77316,75,23:19:00,1.02:11:01.1010000
824,V73365,75,06:57:00,09:47:01.1010000
825,V74446,75,17:29:00,20:13:01.1010000
826,V78580,75,01:27:00,04:20:01.1010000
827,V79611,75,12:25:00,14:56:01.1010000
828,V78312,76,06:11:00,09:41:23.2720000
829,V78782,76,16:34:00,20:19:23.2720000
830,V75358,76,22:08:00,1.01:33:23.2720000
831,V72789,76,10:16:00,13:54:23.2720000
832,V72878,76,21:40:00,1.01:23:23.2720000
833,V71258,76,18:12:00,21:44:23.2720000
834,V77702,76,18:42:00,22:24:23.2720000
835,V77669,76,15:02:00,18:23:23.2720000
836,V79019,76,16:25:00,19:48:23.2720000
837,V74940,77,15:05:00,18:32:23.2720000
838,V71173,77,03:29:00,06:57:23.2720000
839,V78858,77,17:09:00,20:59:23.2720000
840,V76055,77,08:06:00,11:33:23.2720000
841,V72663,77,17:08:00,20:45:23.2720000
842,V75687,77,03:12:00,06:40:23.2720000
843,V78184,77,21:24:00,1.01:02:23.2720000
844,V77416,77,03:35:00,07:09:23.2720000
845,V71568,77,08:25:00,12:10:23.2720000
846,V72237,77,08:15:00,11:46:23.2720000
847,V77427,77,15:43:00,19:12:23.2720000
848,V71107,78,13:36:00,16:40:32.3950000
849,V75725,78,06:47:00,09:51:32.3950000
850,V75201,78,06:11:00,09:08:32.3950000
851,V74577,78,12:03:00,14:46:32.3950000
852,V79517,78,13:40:00,16:20:32.3950000
853,V71639,78,09:12:00,12:09:32.3950000
854,V71691,78,02:03:00,05:06:32.3950000
855,V77647,78,01:37:00,04:34:32.3950000
856,V77550,78,18:38:00,21:28:32.3950000
857,V79130,78,15:54:00,18:47:32.3950000
858,V76956,78,07:40:00,10:29:32.3950000
859,V72463,79,23:34:00,1.02:21:32.3950000
860,V75429,79,1.00:35:00,1.03:37:32.3950000
861,V71973,79,08:32:00,11:30:32.3950000
862,V72085,79,11:20:00,14:18:32.3950000
863,V78164,79,11:15:00,13:59:32.3950000
864,V77256,79,01:18:00,04:00:32.3950000
865,V71340,79,23:14:00,1.01:57:32.3950000
866,V79220,79,1.00:13:00,1.02:55:32.3950000
867,V72402,79,05:43:00,08:28:32.3950000
868,V79185,79,15:05:00,18:02:32.3950000
869,V78213,80,11:48:00,16:18:58.2510000
870,V72992,80,15:53:00,20:33:58.2510000
871,V75192,80,23:30:00,1.04:07:58.2510000
872,V77618,80,22:31:00,1.03:03:58.2510000
873,V78173,80,20:17:00,1.01:02:58.2510000
874,V76621,80,16:19:00,20:58:58.2510000
875,V78324,80,15:42:00,20:16:58.2510000
876,V74680,80,10:44:00,15:19:58.2510000
877,V71542,80,06:48:00,11:38:58.2510000
878,V79907,80,15:19:00,20:08:58.2510000
879,V74063,80,08:27:00,13:02:58.2510000
880,V74094,81,20:59:00,1.01:51:58.2510000
881,V73032,81,09:16:00,14:08:58.2510000
882,V76962,81,21:43:00,1.02:31:58.2510000
883,V74463,81,20:27:00,1.01:04:58.2510000
884,V75453,81,17:22:00,21:55:58.2510000
885,V72674,81,03:47:00,08:16:58.2510000
886,V73318,81,04:13:00,08:53:58.2510000
887,V79743,81,08:53:00,13:46:58.2510000
888,V75978,81,09:52:00,14:40:58.2510000
889,V71949,81,08:52:00,13:26:58.2510000
890,V72014,81,19:51:00,1.00:22:58.2510000
891,V79891,81,23:12:00,1.03:42:58.2510000
892,V78004,82,02:02:00,04:41:05.8470000
893,V74637,82,06:09:00,08:43:05.8470000
894,V75311,82,18:25:00,21:05:05.8470000
895,V75970,82,21:53:00,1.00:40:05.8470000
896,V72490,82,02:31:00,05:17:05.8470000
897,V77544,82,15:32:00,18:06:05.8470000
898,V72826,82,08:31:00,11:09:05.8470000
899,V73380,83,11:03:00,13:54:05.8470000
900,V72024,83,01:53:00,04:34:05.8470000
901,V79855,83,15:20:00,18:13:05.8470000
902,V71478,83,18:04:00,20:35:05.8470000
903,V76325,83,22:15:00,1.00:48:05.8470000
904,V74636,83,02:19:00,04:48:05.8470000
905,V71926,83,17:58:00,20:27:05.8470000
906,V76986,83,05:20:00,07:59:05.8470000
907,V73246,83,15:28:00,18:03:05.8470000
908,V76565,83,11:58:00,14:37:05.8470000
909,V76710,83,09:32:00,12:00:05.8470000
910,V71101,83,12:06:00,14:57:05.8470000
911,V75490,84,15:40:00,18:56:29.5030000
912,V71767,84,16:30:00,19:45:29.5030000
913,V74801,84,15:52:00,18:54:29.5030000
914,V78394,84,11:15:00,14:20:29.5030000
915,V74313,84,12:08:00,15:31:29.5030000
916,V71030,84,19:36:00,23:02:29.5030000
917,V77652,84,15:56:00,19:13:29.5030000
918,V74622,84,23:52:00,1.03:07:29.5030000
919,V71321,84,17:54:00,21:08:29.5030000
920,V74536,84,04:10:00,07:36:29.5030000
921,V79480,84,03:18:00,06:34:29.5030000
922,V76458,85,23:03:00,1.02:11:29.5030000
923,V71857,85,21:28:00,1.00:31:29.5030000
924,V78101,85,15:32:00,18:41:29.5030000
925,V73148,85,12:20:00,15:38:29.5030000
926,V77211,85,17:21:00,20:45:29.5030000
927,V74901,85,1.00:23:00,1.03:41:29.5030000
928,V74783,85,14:08:00,17:10:29.5030000
929,V72585,85,21:01:00,1.00:21:29.5030000
930,V71564,85,10:39:00,13:50:29.5030000
931,V77161,85,19:11:00,22:16:29.5030000
932,V73078,85,12:30:00,15:47:29.5030000
933,V78432,85,07:25:00,10:37:29.5030000
934,V73980,86,1.00:36:00,1.03:24:57.8700000
935,V71792,86,07:54:00,10:41:57.8700000
936,V74817,86,14:04:00,16:45:57.8700000
937,V72579,86,19:35:00,22:20:57.8700000
938,V79841,86,01:23:00,03:56:57.8700000
939,V75463,86,12:12:00,14:41:57.8700000
940,V71670,86,17:08:00,19:54:57.8700000
941,V72029,86,06:26:00,09:21:57.8700000
942,V75107,86,16:44:00,19:26:57.8700000
943,V79281,86,07:24:00,09:56:57.8700000
944,V77112,86,04:59:00,07:37:57.8700000
945,V71538,86,14:58:00,17:41:57.8700000
946,V72606,86,20:04:00,22:58:57.8700000
947,V75142,87,13:08:00,15:56:57.8700000
948,V76272,87,05:05:00,07:42:57.8700000
949,V71426,87,05:48:00,08:26:57.8700000
950,V72875,87,10:57:00,13:31:57.8700000
951,V74879,87,20:38:00,23:19:57.8700000
952,V74867,87,09:34:00,12:23:57.8700000
953,V76370,87,15:22:00,18:16:57.8700000
954,V78865,87,07:03:00,09:49:57.8700000
955,V72595,87,1.00:30:00,1.03:11:57.8700000
956,V75338,87,18:11:00,20:52:57.8700000
957,V79133,87,13:56:00,16:25:57.8700000
958,V78240,87,22:02:00,1.00:38:57.8700000
959,V73455,87,05:24:00,08:15:57.8700000
960,V74757,88,15:58:00,19:59:02.1450000
961,V74045,88,13:02:00,17:04:02.1450000
962,V78487,88,11:25:00,15:46:02.1450000
963,V75934,88,02:10:00,06:33:02.1450000
964,V78980,88,20:44:00,1.00:44:02.1450000
965,V77731,88,1.00:36:00,1.04:49:02.1450000
966,V74379,88,14:00:00,18:01:02.1450000
967,V72762,88,13:42:00,18:05:02.1450000
968,V72799,89,12:58:00,16:11:02.1450000
969,V76072,89,09:36:00,12:40:02.1450000
970,V79513,89,07:33:00,10:40:02.1450000
971,V74445,89,11:49:00,14:55:02.1450000
972,V77825,89,19:35:00,22:45:02.1450000
973,V79176,89,07:26:00,10:23:02.1450000
974,V72744,89,06:15:00,09:10:02.1450000
975,V74486,90,18:36:00,21:59:09.3840000
976,V76332,90,01:54:00,05:13:09.3840000
977,V77198,90,14:06:00,17:34:09.3840000
978,V73989,90,15:08:00,18:42:09.3840000
979,V73520,90,15:54:00,19:19:09.3840000
980,V71610,90,21:43:00,1.01:26:09.3840000
981,V74049,90,06:57:00,10:18:09.3840000
982,V78647,90,20:37:00,1.00:12:09.3840000
983,V73817,90,16:47:00,20:18:09.3840000
984,V79731,91,09:11:00,12:39:09.3840000
985,V74841,91,22:16:00,1.02:03:09.3840000
986,V74277,91,08:34:00,11:57:09.3840000
987,V76739,91,23:10:00,1.02:45:09.3840000
988,V79572,91,13:02:00,16:31:09.3840000
989,V71782,91,07:41:00,11:09:09.3840000
990,V78959,91,17:26:00,20:48:09.3840000
991,V75715,91,22:54:00,1.02:37:09.3840000
992,V74381,91,22:33:00,1.01:55:09.3840000
993,V78353,91,06:36:00,10:20:09.3840000
994,V72708,91,21:42:00,1.01:03:09.3840000
995,V73678,91,10:58:00,14:36:09.3840000
996,V73589,91,05:32:00,09:05:09.3840000
997,V79188,92,13:08:00,17:12:43.9740000
998,V72299,92,18:21:00,22:19:43.9740000
999,V79391,92,1.00:44:00,1.04:48:43.9740000
1000,V74179,92,06:42:00,10:44:43.9740000
1001,V79863,92,09:40:00,13:38:43.9740000
1002,V74347,92,01:18:00,05:31:43.9740000
1003,V72211,92,19:37:00,23:42:43.9740000
1004,V73487,92,18:53:00,22:54:43.9740000
1005,V78454,92,06:30:00,10:43:43.9740000
1006,V77080,92,16:40:00,20:27:43.9740000
1007,V75722,92,11:54:00,15:46:43.9740000
1008,V75628,93,14:11:00,17:22:43.9740000
1009,V76372,93,22:18:00,1.01:19:43.9740000
1010,V76298,93,16:09:00,19:06:43.9740000
1011,V78160,94,08:00:00,11:51:02.8870000
1012,V77136,94,10:31:00,14:47:02.8870000
1013,V76718,94,21:21:00,1.01:37:02.8870000
1014,V72944,94,17:53:00,21:58:02.8870000
1015,V72733,94,18:36:00,22:29:02.8870000
1016,V75432,94,15:24:00,19:28:02.8870000
1017,V76671,94,18:42:00,22:56:02.8870000
1018,V71375,94,13:50:00,17:51:02.8870000
1019,V71658,94,03:21:00,07:15:02.8870000
1020,V75464,94,20:47:00,1.00:47:02.8870000
1021,V71019,94,21:00:00,1.00:54:02.8870000
1022,V73237,94,05:27:00,09:24:02.8870000
1023,V79437,95,14:11:00,17:01:02.8870000
1024,V77135,95,06:34:00,09:41:02.8870000
1025,V75807,95,20:45:00,23:56:02.8870000
1026,V72104,95,11:24:00,14:42:02.8870000
1027,V71921,95,21:17:00,1.00:19:02.8870000
1028,V71526,95,08:56:00,12:02:02.8870000
1029,V79088,96,16:21:00,19:06:57.5650000
1030,V72937,96,15:35:00,18:27:57.5650000
1031,V71357,96,15:37:00,18:09:57.5650000
1032,V76917,96,14:43:00,17:25:57.5650000
1033,V71680,96,14:05:00,16:52:57.5650000
1034,V79360,96,13:09:00,15:39:57.5650000
1035,V71416,96,12:18:00,15:00:57.5650000
1036,V79718,96,07:37:00,10:08:57.5650000
1037,V71150,96,01:50:00,04:39:57.5650000
1038,V72382,96,23:16:00,1.02:12:57.5650000
1039,V73310,97,19:07:00,21:48:57.5650000
1040,V77784,97,23:05:00,1.01:40:57.5650000
1041,V78576,97,15:44:00,18:23:57.5650000
1042,V73157,97,16:52:00,19:31:57.5650000
1043,V75230,97,11:03:00,13:39:57.5650000
1044,V77114,98,22:14:00,1.01:47:50.4440000
1045,V72843,98,09:30:00,13:07:50.4440000
1046,V78596,98,20:38:00,23:48:50.4440000
1047,V77687,98,07:12:00,10:46:50.4440000
1048,V77437,98,15:31:00,19:05:50.4440000
1049,V79994,98,17:19:00,20:53:50.4440000
1050,V78270,98,22:35:00,1.01:47:50.4440000
1051,V76948,98,02:44:00,06:07:50.4440000
1052,V75000,98,06:38:00,10:10:50.4440000
1053,V76193,98,21:01:00,1.00:11:50.4440000
1054,V75965,98,21:16:00,1.00:41:50.4440000
1055,V71465,99,14:38:00,18:15:50.4440000
1056,V78654,99,04:09:00,07:41:50.4440000
1057,V74946,99,01:03:00,04:15:50.4440000
1058,V75117,99,05:40:00,09:17:50.4440000
1059,V77706,99,17:20:00,20:58:50.4440000
1060,V78387,99,21:36:00,1.01:04:50.4440000
1061,V77617,99,11:22:00,14:49:50.4440000
1062,V77274,99,1.00:33:00,1.04:06:50.4440000
1063,V71908,99,20:30:00,23:54:50.4440000
1064,V75494,99,19:21:00,22:58:50.4440000
1065,V79146,99,04:57:00,08:25:50.4440000
1066,V73308,99,01:47:00,05:11:50.4440000
1067,V74563,100,1.00:21:00,1.03:03:32.7820000
1068,V71423,100,18:49:00,21:36:32.7820000
1069,V72307,100,22:03:00,1.00:47:32.7820000
1070,V73064,100,08:03:00,10:50:32.7820000
1071,V77007,100,18:37:00,21:15:32.7820000
1072,V76351,100,1.00:02:00,1.02:38:32.7820000
1073,V74989,100,12:57:00,15:35:32.7820000
1074,V78374,100,04:55:00,07:46:32.7820000
1075,V76913,100,13:13:00,16:05:32.7820000
1076,V76569,100,18:59:00,21:52:32.7820000
1077,V71267,100,05:29:00,07:56:32.7820000
1078,V74391,100,16:19:00,19:11:32.7820000
1079,V71212,100,12:07:00,14:38:32.7820000
1080,V77234,101,23:36:00,1.02:24:32.7820000
1081,V74461,101,03:47:00,06:43:32.7820000
1082,V74116,101,02:21:00,04:53:32.7820000
1083,V71815,101,07:05:00,09:41:32.7820000
1084,V72901,101,14:25:00,17:18:32.7820000
1085,V76024,101,07:23:00,10:06:32.7820000
1086,V74249,101,02:35:00,05:27:32.7820000
1087,V71706,101,17:40:00,20:18:32.7820000
1088,V78691,101,03:38:00,06:27:32.7820000
1089,V71325,101,21:37:00,1.00:23:32.7820000
1090,V74113,102,20:06:00,22:57:22.4060000
1091,V76842,102,07:30:00,10:08:22.4060000
1092,V75413,102,13:57:00,16:39:22.4060000
1093,V74718,102,17:24:00,19:56:22.4060000
1094,V74963,102,04:01:00,06:40:22.4060000
1095,V72267,102,07:08:00,09:56:22.4060000
1096,V73396,102,17:05:00,19:50:22.4060000
1097,V76624,102,22:01:00,1.00:52:22.4060000
1098,V79749,103,03:14:00,06:09:22.4060000
1099,V77984,103,15:46:00,18:26:22.4060000
1100,V79555,103,18:23:00,21:12:22.4060000
1101,V76120,103,18:38:00,21:17:22.4060000
1102,V72417,103,08:57:00,11:42:22.4060000
1103,V77218,103,10:29:00,13:18:22.4060000
1104,V79003,103,12:09:00,15:05:22.4060000
1105,V73366,103,21:51:00,1.00:30:22.4060000
1106,V71994,103,07:32:00,10:32:22.4060000
1107,V72130,103,19:18:00,21:51:22.4060000
1108,V77838,103,03:42:00,06:30:22.4060000
1109,V79066,104,04:36:00,07:19:42.7160000
1110,V79984,104,01:58:00,04:51:42.7160000
1111,V72015,104,02:37:00,05:33:42.7160000
1112,V72677,104,23:33:00,1.02:34:42.7160000
1113,V78774,104,03:04:00,05:49:42.7160000
1114,V72589,104,01:22:00,04:22:42.7160000
1115,V76028,104,20:14:00,23:04:42.7160000
1116,V75608,104,03:15:00,06:17:42.7160000
1117,V78799,104,07:38:00,10:29:42.7160000
